name,artist,genre
"Rigoletto / Act 3: ""La donna è mobile""",Giuseppe Verdi,classical-opera
"La Bohème / Act 1: ""Chi è là?""",Giacomo Puccini,classical-opera
"Mozart: Le nozze di Figaro, K. 492, Act 1: ""Non più andrai"" (Figaro)",Wolfgang Amadeus Mozart,classical-opera
Solenne In Quest'Ora (Verdi),Enrico Caruso,classical-opera
"""Di quella pira""",Andrea Bocelli,classical-opera
Metastaseis,Iannis Xenakis,classical-opera
Symphony No. 8: I. Allegro moderato,Anton Bruckner,classical-opera
"String Quartet No. 1 in C Major, Op. 49: 1. Moderato",Dmitri Shostakovich,classical-opera
Sonata for Tuba,Paul Hindemith,classical-opera
Etude No. 3: Etude 3,Nico Muhly,classical-opera
"The Fellowship Reunited (feat. Sir James Galway, Viggo Mortensen and Renée Fleming)",Howard Shore,classical-opera
Me,Nils Frahm,classical-opera
"Le nozze di Figaro, K.492 / Act 2: ""Voi che sapete""",Wolfgang Amadeus Mozart,classical-opera
"Waldscenen. 9 Clavierstücke, Op.82: 7. Vogel als Prophet",Robert Schumann,classical-opera
Turandot / Act 1: Non piangere Liù,Giacomo Puccini,classical-opera
"Mascagni: Cavalleria rusticana: No. 1, Siciliana, ""O Lola ch'hai di lattl la cammisa"" (Turiddu)",Pietro Mascagni,classical-opera
"La traviata / Act 2: ""Lunge da lei...De' miei bollenti spiriti""",Giuseppe Verdi,classical-opera
"Diomedes: Anna Magdalena Notenbuch (Clavier-Buchlein III): Bist du bei mir, BWV 508 (attrib. G.H. Stolzel)",Gottfried Heinrich Stölzel,classical-opera
Florida Suite: Florida: II. By the River,Various Artists,classical-opera
Polonaise Brilliante,Nikolai Kapustin,classical-opera
Il barbiere di Siviglia: Largo al factotum,Gioachino Rossini,classical-opera
Sous le ciel de Paris,Hubert Yves Adrien Giraud,classical-opera
Dream Waltzes: DreamWaltzes,Steven Stucky,classical-opera
Rigoletto (1986,Giuseppe Verdi,classical-opera
Norma / Act 1: Casta Diva,Vincenzo Bellini,classical-opera
Shepherds Hey,Percy Grainger,classical-opera
"Handel: Rinaldo, HWV 7b, Act 2: ""Lascia ch'io pianga"" (Almirena)",George Frideric Handel,classical-opera
"Capriccio Espagnol, Op.34: 2. Variazioni",Nikolai Rimsky-Korsakov,classical-opera
Lux aeterna,György Ligeti,classical-opera
"Catalani: La Wally, Act 1: ""Ebben? Andrò sola e lontana"" (Wally)",Alfredo Catalani,classical-opera
"The Ecstasy of Gold (From ""The Good, the Bad and the Ugly"")",Ennio Morricone,classical-opera
