name,artist,genre
Games We Play (feat. MIKExANGEL),Trey Songz,r&b
Floating (feat. Khalid),Alina Baraz,r&b
Keep You in Mind,Guordan Banks,r&b
Heal (Find A Way),Brian Courtney Wilson,r&b
I Need a Girl (Pt. One) (feat. Usher & Loon),Diddy,r&b
I Gotta Be,Jagged Edge,r&b
I'm Blessed,Charlie Wilson,r&b
True Colors,The Weeknd,r&b
Shame,Tyrese,r&b
You Decide,Usher,r&b
American Gold,TLC,r&b
Lay It Down,Lloyd,r&b
Lazy Love,Ne-Yo,r&b
New Balance,Jhene Aiko,r&b
Frontline,Kelela,r&b
Nikes,Frank Ocean,r&b
Never Call Me (feat. YG),Jhene Aiko,r&b
Refill,Elle Varner,r&b
Frontin' (feat. Jay-Z),Pharrell Williams,r&b
Pony,William Singe,r&b
Hello,Erykah Badu,r&b
Let Me,ZAYN,r&b
Dance for You,Beyoncé,r&b
That's What I Like,Bruno Mars,r&b
In The Basement,Etta James,r&b
Back & Forth,Aaliyah,r&b
Here Comes the Girls,Ernie K-Doe,r&b
A Long Walk,Jill Scott,r&b
#1Fan,Trey Songz,r&b
Come Thru,Jacquees,r&b
Fever,Vybz Kartel,r&b
No Don,Lotto Boyzz,r&b
Gallery,Mario Vazquez,r&b
This Ain't,Chris Brown,r&b
Superlove,Tinashe,r&b
Wanna Be,The Internet,r&b
Promiscuous,Nelly Furtado,r&b
Thinking ‘Bout You (Sleepless In Cairo),Sufyvn,r&b
Smile More,Syd,r&b
Amen,Anthony Hamilton,r&b
Overdose (feat. Chris Brown),AGNEZ MO,r&b
Cure,Moonchild,r&b
Add To Me,Ledisi,r&b
Don't Go,Kevin Ross,r&b
Level Up,Ciara,r&b
Sumthin' Sumthin',Maxwell,r&b
Undercover,Kehlani,r&b
It's Me,Mary J. Blige,r&b
MOOO!,Doja Cat,r&b
Blue Lights,Jorja Smith,r&b
Anymore,Ella Mai,r&b
What Is This,Johnny Gill,r&b
Fuck It (I Don't Want You Back),Eamon,r&b
Moment 4 Life,Nicki Minaj,r&b
Best Hugs,DRAM,r&b
Love Like This,Faith Evans,r&b
Is That Enough,Sons Of Zion,r&b
get well soon,Ariana Grande,r&b
Motivation,Kelly Rowland,r&b
U Remind Me,Usher,r&b
Sober,Childish Gambino,r&b
Arch & Point,Miguel,r&b
February 3rd,Jorja Smith,r&b
Falsetto,The-Dream,r&b
Do Not Disturb,Teyana Taylor,r&b
Best Part (feat. Daniel Caesar),H.E.R.,r&b
Work,Rihanna,r&b
When I Met You,Fantasia,r&b
Can't Help but Wait,Trey Songz,r&b
Glow Up,Mary J. Blige,r&b
Twisted,Keith Sweat,r&b
Until The Pain Is Gone (feat. Jill Scott),Daley,r&b
So Anxious,Ginuwine,r&b
Back At One,Brian McKnight,r&b
I Don't Even Know Why Though,Alina Baraz,r&b
Rockets (feat. Moe Moks),LION BABE,r&b
Bleeding Love,Leona Lewis,r&b
Climax,Usher,r&b
Poison,Bell Biv DeVoe,r&b
Lil Bebe,DaniLeigh,r&b
LLC,Nicki Minaj,r&b
Make This Song Cry,K. Michelle,r&b
Come Together,The Internet,r&b
SLAY (feat. Quavo),YG,r&b
Contradiction,Mali Music,r&b
Hard For Me,Leela James,r&b
Acquainted,The Weeknd,r&b
Let's Get Lifted,John Legend,r&b
After Dark (feat. Static Major & Ty Dolla $ign),Drake,r&b
PUSH BACK,Ne-Yo,r&b
Nice & Slow,Usher,r&b
Anytime,Brian McKnight,r&b
My Love,Justin Timberlake,r&b
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,r&b
Sacrifices,Tinashe,r&b
Anything,SZA,r&b
I'm Getting Ready,Tasha Cobbs Leonard,r&b
Dangerous (feat. Jeremih and PnB Rock),Meek Mill,r&b
Something New,Zendaya,r&b
OLLA (Only Lovers Left Alive),Jhene Aiko,r&b
Freak Me,Silk,r&b
Her,Majid Jordan,r&b
The Worst,Jhene Aiko,r&b
South of the River,Tom Misch,r&b
Chills,Charlie Wilson,r&b
Senseless,Stefflon Don,r&b
Fall for You,Leela James,r&b
You,Jacquees,r&b
Show You the Way,Thundercat,r&b
Run & Hide,Nicki Minaj,r&b
Fuck You,CeeLo Green,r&b
Broken Clocks,SZA,r&b
Tell Me,Groove Theory,r&b
Liquor,Chris Brown,r&b
So Into You,Tamia,r&b
Indestructible,Mary J. Blige,r&b
End Of The Road,Boyz II Men,r&b
Forever My Lady,Jodeci,r&b
"I Need a GirlPt. 2 (feat. Loon, Ginuwine & Mario Winans)",Diddy,r&b
Fantasy,Mariah Carey,r&b
Scripture,6LACK,r&b
Golden,Jill Scott,r&b
Candy Rain,Soul For Real,r&b
Soldier (feat. T.I. & Lil' Wayne),Destiny's Child,r&b
I Don't Wanna Know (feat. Enya & P. Diddy),Mario Winans,r&b
Share My Life,Kem,r&b
One Night Only,Sonder,r&b
Spend My Life with You,Eric Benét,r&b
Let's Get Married,Jagged Edge,r&b
Suffocate,J. Holiday,r&b
You Changed Me,Jamie Foxx,r&b
Hurt You,Toni Braxton,r&b
Don't Let Me Down (feat. Khalid),Sabrina Claudio,r&b
The Makings Of You,Tamar Braxton,r&b
Miss Independent,Ne-Yo,r&b
Good Love,Keith Sweat,r&b
So I Can Have You Back,Joe,r&b
Karma,Queen Naija,r&b
Finesse,Bruno Mars,r&b
"UP! (feat. Chris Brown, Pleasure P) (R&B Remix Mix)",J. Valentine,r&b
Whatever You Want,Tony! Toni! Toné!,r&b
Walking Trophy,HoodCelebrityy,r&b
Always Be My Baby,Mariah Carey,r&b
Be Without You,Mary J. Blige,r&b
Breathe Again,Toni Braxton,r&b
King City,Majid Jordan,r&b
Take Away (feat. Ginuwine),Missy Elliott,r&b
Crash,Mack Wilds,r&b
What Is Love (feat. V. Bozeman),Empire Cast,r&b
He Loves Me (Lyzel in E Flat),Jill Scott,r&b
Fill Me In,Craig David,r&b
All My Life,K-Ci & JoJo,r&b
When I See U,Fantasia,r&b
"Real Love, No Shade",Roman GianArthur,r&b
Me So Bad (feat. Ty Dolla $ign & French Montana),Tinashe,r&b
Why I Love You So Much,Monica,r&b
Die For You,The Weeknd,r&b
Foolish,Ashanti,r&b
Never Make A Promise,Dru Hill,r&b
Ol Skool (feat. Jeremih & DeJ Loaf),Sevyn Streeter,r&b
Helpless (feat. Ja Rule),Ashanti,r&b
