name,artist,genre
Eruption,Van Halen,rock
Cum on Feel the Noize,Quiet Riot,rock
The Way You Used to Do,Queens of the Stone Age,rock
Life's Been Good,Joe Walsh,rock
Spirit In The Sky,Norman Greenbaum,rock
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,rock
Vasoline,Stone Temple Pilots,rock
Feels Like Summer,Weezer,rock
Over The Hills And Far Away,Gary Moore,rock
Send the Pain Below,Chevelle,rock
R U Mine?,Arctic Monkeys,rock
Rockstar,Nickelback,rock
Every Rose Has Its Thorn,Poison,rock
Hush,Deep Purple,rock
Bulletproof,Godsmack,rock
Hated,Beartooth,rock
There's A Reason Why (I Never Returned Your Calls),Blossoms,rock
Hungry Heart,Bruce Springsteen,rock
Hysteria,Muse,rock
Hell Yeah,Rev Theory,rock
Johnny B. Goode,Chuck Berry,rock
Letting You Go,Bullet For My Valentine,rock
Wild Side,Mötley Crüe,rock
Rose-Colored Boy,Paramore,rock
New Divide,Linkin Park,rock
Follows,Tigers Jaw,rock
Otherside,Red Hot Chili Peppers,rock
Cowboys from Hell,Pantera,rock
Wheel in the Sky,Journey,rock
Runnin' Down A Dream,Tom Petty,rock
Africa,Weezer,rock
Just Like You,Three Days Grace,rock
Motion Sickness,Neck Deep,rock
Ghost,Badflower,rock
Square Hammer,Ghost,rock
"Hey Look Ma, I Made It",Panic! At The Disco,rock
Somewhere I Belong,Linkin Park,rock
Better Man,Pearl Jam,rock
Hold On Loosely,38 Special,rock
Far Away,Nickelback,rock
Man On The Moon,R.E.M.,rock
Clocks,Coldplay,rock
Gimme All Your Lovin',ZZ Top,rock
One Way Or Another,Blondie,rock
Fix You,Coldplay,rock
The Number Of The Beast,Iron Maiden,rock
Cryin',Aerosmith,rock
Run For Cover,The Killers,rock
Everlong,Foo Fighters,rock
Incurably Innocent,At The Drive In,rock
When The Curtain Falls,Greta Van Fleet,rock
Mr. Jones,Counting Crows,rock
Santeria,Sublime,rock
Super Natural,Turnover,rock
I Am Machine,Three Days Grace,rock
Why Don't You Get A Job,The Offspring,rock
California Dreaming,Hollywood Undead,rock
Run to the Hills,Iron Maiden,rock
Black Dog,Led Zeppelin,rock
Saturday Sun,Vance Joy,rock
Bleed It Out,Linkin Park,rock
Bang Bang,Green Day,rock
Silvery Sometimes (Ghosts),The Smashing Pumpkins,rock
I Was Made For Lovin' You,KISS,rock
Die For You,Starset,rock
Down with the Sickness,Disturbed,rock
Entre dos tierras,Heroes Del Silencio,rock
By the Way,Red Hot Chili Peppers,rock
Forever & Ever More,Nothing But Thieves,rock
Call Me,Shinedown,rock
Dance Macabre,Ghost,rock
B.Y.O.B.,System Of A Down,rock
Machinehead,Bush,rock
Heaven and Hell,Black Sabbath,rock
Somebody To Love,Queen,rock
Lights Out,Royal Blood,rock
The Rover,Interpol,rock
Crossroads,Cream,rock
Sabotage,Beastie Boys,rock
Don't Cry (Original),Guns N' Roses,rock
Epic,Faith No More,rock
Periscope (feat. Skylar Grey),Papa Roach,rock
How to Save a Life,The Fray,rock
Streets of Philadelphia,Bruce Springsteen,rock
Warrior,Disturbed,rock
Failure,Breaking Benjamin,rock
We Built This City,Starship,rock
Pretty Fly (For A White Guy),The Offspring,rock
Be Yourself,Audioslave,rock
Bad Girlfriend,Theory of a Deadman,rock
Break Stuff,Limp Bizkit,rock
Gone,Knuckle Puck,rock
Told You So,Paramore,rock
Attack,Thirty Seconds To Mars,rock
Riot,Three Days Grace,rock
Diamond Eyes (Boom-Lay Boom-Lay Boom),Shinedown,rock
Radar Love,Golden Earring,rock
Magic Carpet Ride,Steppenwolf,rock
The River,Bruce Springsteen,rock
Angels Fall,Breaking Benjamin,rock
Best of You,Foo Fighters,rock
Happy?,Mudvayne,rock
Vertigo,U2,rock
Break,Three Days Grace,rock
Simplify,Young the Giant,rock
Aqualung,Jethro Tull,rock
Baba O'Riley,The Who,rock
I Believe in a Thing Called Love,The Darkness,rock
Them Bones,Alice In Chains,rock
"Dance, Dance",Fall Out Boy,rock
Smells Like Teen Spirit,Nirvana,rock
The Moth,Manchester Orchestra,rock
Bohemian Rhapsody,Queen,rock
Open Arms,Journey,rock
Kryptonite,3 Doors Down,rock
It's My Life,Bon Jovi,rock
Wild Flowers,Frank Carter & The Rattlesnakes,rock
Here For Nothing,With Confidence,rock
Undead,Hollywood Undead,rock
Boys Don't Cry,The Cure,rock
I O U,You Me At Six,rock
Dani California,Red Hot Chili Peppers,rock
Savior,Rise Against,rock
Lips Of An Angel,Hinder,rock
Home,Daughtry,rock
Go With The Flow,Queens of the Stone Age,rock
Numb,Linkin Park,rock
Something Human,Muse,rock
Hail to the King,Avenged Sevenfold,rock
Can't Fight This Feeling,REO Speedwagon,rock
Through It All,From Ashes to New,rock
Prayer Of The Refugee,Rise Against,rock
Icky Thump,The White Stripes,rock
Ivy (Doomsday),The Amity Affliction,rock
Over You,Daughtry,rock
Black Magic Woman,Santana,rock
Wild Horses,The Rolling Stones,rock
Hit Me With Your Best Shot,Pat Benatar,rock
Don't Bring Me Down,Electric Light Orchestra,rock
Dude (Looks Like A Lady),Aerosmith,rock
War Is Killing Us All,Righteous Vendetta,rock
Dreamer,Ozzy Osbourne,rock
Numb / Encore,JAY Z,rock
Not Meant to Be,Theory of a Deadman,rock
Bulls On Parade,Rage Against The Machine,rock
Under the Bridge,Red Hot Chili Peppers,rock
Coming Home,Falling In Reverse,rock
Learn to Fly,Foo Fighters,rock
Purple Haze,Jimi Hendrix,rock
London Calling,The Clash,rock
You Don't Get Me High Anymore,Three Days Grace,rock
Tiny Dancer,Elton John,rock
Reptilia,The Strokes,rock
My Medication,Papa Roach,rock
Lifelines,I Prevail,rock
Me and Bobby McGee,Janis Joplin,rock
Chop Suey!,System Of A Down,rock
Freeze Me,Death From Above 1979,rock
Crawling,Linkin Park,rock
Little Sister,Queens of the Stone Age,rock
Kickstart My Heart,Mötley Crüe,rock
Hurricane,Bob Dylan,rock
Black Smoke Rising,Greta Van Fleet,rock
The Unforgiven,Metallica,rock
